CPF,Tipo de Financiamento,Valor Financiado,Número de Parcelas,Valor da Parcela,Taxa de Juros (%),Tem Seguro?,Instituição Financeira,Data de Início,Data de Término,Número de Parcelas Pagas,Número de Parcelas em Atraso,Tem Reajuste Anual?,Valor da Entrada
907.346.258-47,Veículo,386085,352,1096.8323863636365,7.71,Não,Santos,29/05/2024,20/02/2039,104,4,Sim,80659
032.697.415-61,Veículo,126141,31,4069.064516129032,6.32,Não,Albuquerque,25/08/2024,14/08/2028,29,8,Não,73884
516.873.420-08,Veículo,261821,215,1217.7720930232558,8.89,Não,Nunes S/A,03/04/2024,14/08/2039,164,7,Não,50890
395.168.042-33,Imóvel,912492,13,70191.69230769231,4.06,Sim,Cunha Marques Ltda.,02/04/2023,17/05/2041,3,8,Sim,86316
523.170.869-03,Imóvel,710452,191,3719.643979057592,2.86,Sim,Farias,01/06/2023,03/10/2037,117,8,Sim,75198
638.291.740-04,Veículo,253382,145,1747.4620689655171,5.07,Sim,Freitas Garcia e Filhos,21/04/2023,19/04/2045,143,1,Não,33518
564.879.103-84,Imóvel,777196,85,9143.482352941175,4.75,Sim,Marques da Mota - ME,30/07/2020,25/08/2037,72,7,Sim,53859
629.148.053-06,Veículo,285605,45,6346.777777777777,6.26,Não,Duarte,28/01/2024,17/12/2052,23,8,Não,75058
649.718.350-75,Veículo,425544,320,1329.825,6.15,Sim,Moraes,21/06/2021,29/11/2048,17,1,Sim,22420
614.839.572-09,Veículo,166181,244,681.0696721311475,6.03,Não,Mendonça Rocha - EI,16/06/2024,24/08/2046,137,10,Não,81390
319.625.780-03,Veículo,116336,220,528.8,7.63,Não,Garcia,12/02/2022,02/10/2040,195,6,Não,90762
749.508.312-32,Veículo,267455,304,879.7861842105264,7.26,Não,Borges,08/05/2022,04/08/2034,130,5,Sim,66094
261.073.954-07,Veículo,356976,52,6864.923076923077,8.71,Sim,Rocha e Filhos,05/09/2021,26/11/2031,15,11,Sim,83207
203.456.781-17,Imóvel,696050,159,4377.672955974843,2.57,Sim,da Mata Pacheco - EI,04/04/2023,11/07/2043,77,9,Não,44910
690.145.382-51,Imóvel,716713,335,2139.441791044776,3.76,Sim,Siqueira S.A.,23/08/2020,15/10/2030,94,0,Sim,14617
960.254.817-76,Imóvel,984187,155,6349.593548387097,1.72,Sim,Siqueira Pastor - EI,24/06/2024,28/06/2038,30,7,Não,55683
243.165.897-09,Imóvel,804501,308,2612.0162337662337,4.21,Sim,Camargo,14/06/2021,13/07/2052,83,11,Não,91865
376.042.519-43,Veículo,83531,259,322.5135135135135,8.69,Sim,Lima,03/12/2023,01/10/2034,230,7,Não,45286
387.659.104-00,Veículo,312899,144,2172.909722222222,7.08,Não,Gomes,01/01/2023,09/01/2027,31,1,Sim,33464
189.064.573-75,Imóvel,549283,299,1837.066889632107,3.26,Sim,Andrade,15/08/2021,26/03/2052,75,10,Não,70617
289.450.371-79,Veículo,440198,243,1811.514403292181,7.22,Sim,Souza da Mota S.A.,06/08/2023,09/07/2025,106,6,Sim,54162
431.568.270-53,Veículo,87878,244,360.155737704918,9.45,Não,Melo,15/03/2023,05/09/2049,95,12,Sim,64659
462.783.910-31,Imóvel,800921,91,8801.329670329671,1.03,Sim,da Rocha e Filhos,16/11/2024,20/10/2030,19,8,Não,50858
398.516.407-00,Imóvel,860084,253,3399.5415019762845,2.39,Sim,da Rosa Vargas Ltda.,27/04/2021,02/04/2035,223,10,Não,33429
085.319.462-98,Imóvel,775233,73,10619.6301369863,1.58,Sim,Caldeira Ltda.,02/05/2023,14/07/2039,37,5,Sim,70953
345.280.719-32,Imóvel,877565,68,12905.367647058823,3.64,Sim,Barbosa Machado S.A.,27/04/2025,21/07/2025,31,10,Sim,97518
529.836.047-56,Imóvel,701508,93,7543.096774193548,1.92,Sim,Rocha,27/03/2022,21/12/2045,36,10,Sim,61047
849.173.560-75,Veículo,456137,231,1974.619047619048,8.48,Não,Sousa - EI,13/12/2021,22/06/2052,214,4,Sim,64282
205.738.146-35,Imóvel,992576,120,8271.466666666667,3.17,Sim,Gonçalves e Filhos,20/01/2023,25/02/2047,53,11,Não,71373
602.835.147-44,Veículo,352154,165,2134.266666666667,8.5,Não,Nunes,05/06/2022,29/01/2044,50,0,Sim,13076
647.830.529-56,Imóvel,593143,342,1734.3362573099416,1.76,Sim,Nunes Lima S.A.,16/04/2025,17/01/2040,333,2,Não,68316
250.714.983-32,Imóvel,830299,183,4537.153005464481,4.61,Sim,Vasconcelos,06/02/2023,12/12/2029,174,12,Sim,63790
648.095.271-58,Imóvel,861691,141,6111.283687943263,1.63,Sim,Cassiano - ME,02/10/2021,02/11/2028,123,4,Não,37453
714.325.980-23,Veículo,499951,150,3333.0066666666667,5.25,Sim,Fernandes,07/10/2023,07/06/2037,76,10,Não,69758
804.516.732-71,Imóvel,952905,170,5605.323529411765,3.3,Sim,Silveira,31/05/2024,31/08/2026,157,6,Não,48983
640.729.815-67,Veículo,211412,125,1691.296,5.55,Não,Monteiro,06/04/2021,05/07/2038,116,3,Sim,62104
468.150.972-85,Imóvel,586726,187,3137.572192513369,4.31,Sim,Montenegro,01/06/2022,25/01/2048,110,8,Não,56413
016.852.749-94,Imóvel,964108,233,4137.802575107296,2.86,Sim,Fogaça,14/01/2021,16/05/2044,70,12,Não,54705
479.615.308-00,Imóvel,673167,76,8857.46052631579,1.26,Sim,das Neves Caldeira S.A.,21/12/2023,26/02/2044,5,0,Não,16911
630.471.285-53,Veículo,64969,36,1804.6944444444443,7.9,Sim,Lima da Mata S/A,07/12/2022,02/05/2036,8,6,Não,51069
910.436.257-80,Veículo,183979,178,1033.5898876404494,9.81,Não,Caldeira Cunha S.A.,27/08/2022,23/01/2050,136,7,Não,43455
013.854.276-71,Imóvel,764491,108,7078.62037037037,1.3,Sim,Azevedo,18/12/2022,02/10/2034,69,5,Não,32128
760.135.489-00,Veículo,139172,235,592.2212765957447,7.23,Sim,Albuquerque Barbosa S.A.,05/01/2025,26/12/2034,138,2,Não,65088
407.968.253-00,Veículo,454233,319,1423.9278996865205,9.78,Sim,Farias,15/08/2020,20/01/2047,235,2,Sim,36697
384.091.275-04,Veículo,100237,40,2505.925,6.02,Sim,Vieira S/A,29/10/2022,04/11/2040,25,6,Não,58483
514.293.670-16,Veículo,367769,178,2066.11797752809,9.8,Não,da Cunha - EI,01/08/2022,11/06/2032,6,5,Não,12700
567.901.423-80,Imóvel,823512,197,4180.263959390863,2.36,Sim,Gomes,27/12/2020,20/12/2036,168,2,Sim,58298
621.703.854-44,Veículo,305672,193,1583.7927461139896,9.02,Sim,Dias Ferreira S/A,25/12/2022,28/02/2051,139,11,Não,18743
683.092.714-50,Imóvel,720960,141,5113.191489361702,3.53,Sim,Cardoso,30/09/2022,26/08/2034,128,9,Sim,85247
945.730.182-04,Imóvel,656575,87,7546.83908045977,1.96,Sim,da Mata,06/08/2021,27/01/2048,68,6,Não,88761
793.862.501-95,Veículo,472946,166,2849.0722891566265,9.93,Sim,Carvalho,22/07/2023,23/02/2055,41,10,Sim,37169
279.640.135-99,Imóvel,732802,305,2402.6295081967214,3.88,Sim,Teixeira Albuquerque Ltda.,23/02/2021,02/03/2030,199,8,Não,28490
172.503.946-06,Imóvel,989817,257,3851.428015564202,2.49,Sim,da Costa,23/04/2023,10/11/2032,86,3,Sim,48685
256.794.130-43,Veículo,400557,227,1764.568281938326,9.25,Não,Rios,28/08/2020,08/01/2053,189,3,Sim,54175
408.975.361-93,Imóvel,916812,28,32743.285714285717,2.46,Sim,Machado,23/01/2022,03/03/2032,0,1,Não,51474
562.934.817-55,Veículo,50925,34,1497.7941176470588,7.81,Sim,Pastor Costa e Filhos,13/03/2022,15/06/2041,13,8,Sim,48777
643.158.027-35,Imóvel,862145,317,2719.700315457413,3.48,Sim,Monteiro,06/09/2024,19/12/2033,290,9,Não,73598
814.302.795-32,Imóvel,626057,231,2710.203463203464,1.61,Sim,Pacheco,08/03/2023,04/06/2036,142,0,Não,52859
375.196.428-28,Imóvel,802625,57,14081.140350877193,1.95,Sim,Ferreira,26/06/2020,12/08/2044,47,9,Não,74392
143.698.705-93,Veículo,124164,319,389.2288401253919,6.89,Não,Mendes,24/08/2021,28/02/2031,219,4,Não,77654
083.245.976-38,Veículo,476499,278,1714.025179856115,7.43,Sim,Costela,23/05/2024,23/11/2052,136,9,Não,95761
507.481.296-85,Imóvel,792734,32,24772.9375,2.84,Sim,Rodrigues,06/05/2023,19/03/2037,20,8,Não,75033
104.726.935-06,Veículo,87718,303,289.4983498349835,7.75,Não,Guerra,26/03/2024,17/08/2039,179,12,Não,14246
376.421.058-35,Imóvel,682804,216,3161.1296296296296,4.02,Sim,Guerra,10/10/2024,10/06/2048,57,11,Não,20984
531.967.482-19,Imóvel,910841,242,3763.805785123967,2.26,Sim,Rezende S.A.,14/12/2020,29/11/2028,17,4,Não,43637
926.074.835-65,Imóvel,733678,128,5731.859375,1.87,Sim,Garcia Ltda.,30/11/2022,21/08/2047,38,12,Não,56456
631.084.295-15,Imóvel,621814,12,51817.833333333336,4.16,Sim,Cirino Novaes Ltda.,07/05/2025,03/07/2040,1,5,Sim,20514
147.065.389-39,Imóvel,658404,106,6211.358490566037,1.54,Sim,Montenegro Ltda.,05/01/2023,24/04/2038,1,2,Não,79469
837.126.590-59,Imóvel,848423,87,9751.988505747126,4.08,Sim,Montenegro,30/11/2020,06/02/2029,34,10,Não,55033
361.284.970-04,Imóvel,677314,222,3050.963963963964,4.14,Sim,Abreu - ME,22/06/2023,25/05/2032,221,11,Sim,36407
319.854.062-33,Veículo,283877,77,3686.714285714286,7.71,Sim,Teixeira Andrade S.A.,06/03/2022,09/01/2031,77,2,Não,28138
834.016.572-08,Imóvel,757811,142,5336.697183098591,2.67,Sim,da Costa S/A,30/11/2023,05/09/2035,13,11,Sim,71019
583.461.097-84,Imóvel,803232,114,7045.894736842105,3.33,Sim,Pires da Conceição Ltda.,27/04/2025,19/12/2025,51,7,Não,37644
301.246.587-17,Imóvel,791696,229,3457.187772925764,4.56,Sim,Pereira,24/02/2022,11/09/2037,17,11,Não,57872
381.254.790-23,Imóvel,757337,281,2695.1494661921706,2.69,Sim,Cavalcante,29/07/2024,30/08/2045,95,3,Não,90708
561.428.097-94,Imóvel,838757,53,15825.603773584906,4.3,Sim,Cunha,03/01/2022,05/08/2053,31,12,Sim,49561
806.134.952-33,Veículo,305451,38,8038.184210526316,7.14,Sim,Martins e Filhos,20/04/2024,07/09/2043,17,10,Não,76483
087.349.162-96,Imóvel,559779,208,2691.2451923076924,1.69,Sim,Pimenta,12/08/2021,31/10/2030,108,12,Não,74498
694.153.287-46,Veículo,496117,162,3062.4506172839506,7.05,Sim,Castro,19/08/2023,03/11/2040,148,11,Não,31223
620.194.583-06,Veículo,109479,205,534.0439024390244,7.74,Sim,Macedo da Mota S.A.,12/08/2022,17/03/2046,122,1,Sim,18420
287.913.640-78,Imóvel,906816,344,2636.093023255814,2.4,Sim,Rezende,18/01/2025,17/11/2046,64,10,Sim,16453
290.416.783-87,Veículo,363408,64,5678.25,8.06,Não,Machado Sampaio S.A.,12/09/2022,03/11/2033,39,11,Não,17126
205.863.471-35,Veículo,255981,139,1841.589928057554,6.19,Sim,da Rocha S/A,08/04/2025,18/01/2030,84,2,Não,85333
735.014.826-71,Imóvel,569390,170,3349.3529411764707,3.57,Sim,Macedo - ME,26/01/2025,06/10/2038,37,9,Não,75171
524.071.368-53,Veículo,370160,277,1336.3176895306858,8.23,Não,Caldeira S/A,17/02/2024,14/07/2054,134,5,Sim,40270
604.872.351-26,Imóvel,947039,98,9663.663265306122,2.59,Sim,Leão,31/12/2022,28/08/2044,53,7,Não,42047
047.586.392-56,Imóvel,927545,64,14492.890625,1.53,Sim,Andrade,22/10/2020,14/08/2034,7,5,Sim,91245
501.623.948-70,Imóvel,947217,270,3508.211111111111,1.42,Sim,Barbosa Ltda.,07/09/2021,24/11/2042,159,7,Sim,92532
259.317.084-05,Imóvel,857282,276,3106.0942028985505,4.5,Sim,Pastor,12/09/2021,01/12/2035,155,4,Não,45393
524.879.160-01,Veículo,296806,358,829.0670391061452,9.07,Não,da Cruz e Filhos,08/08/2023,07/12/2054,63,11,Não,13045
362.587.194-73,Veículo,450848,274,1645.4306569343066,6.49,Sim,Mendonça,15/04/2024,20/02/2054,115,5,Não,29542
348.057.691-57,Veículo,324447,271,1197.2214022140222,6.12,Sim,Santos,13/12/2021,19/12/2029,1,1,Sim,64185
491.053.627-25,Imóvel,906309,321,2823.392523364486,4.09,Sim,Campos e Filhos,20/12/2022,10/02/2027,133,0,Sim,84307
582.176.490-49,Imóvel,674406,59,11430.610169491523,4.26,Sim,Araújo S/A,27/10/2021,31/03/2036,40,10,Sim,51494
465.923.107-07,Veículo,437973,30,14599.1,9.51,Sim,Pimenta,18/08/2024,01/06/2027,18,1,Não,13988
708.521.964-58,Imóvel,948484,233,4070.74678111588,3.63,Sim,Rodrigues - EI,25/07/2022,23/08/2044,225,2,Sim,46994
831.695.704-39,Veículo,65526,165,397.1272727272727,6.99,Não,Costa - ME,24/05/2022,11/12/2043,33,5,Não,10635
351.879.604-66,Imóvel,817534,179,4567.229050279329,3.24,Sim,Rodrigues,29/03/2021,01/11/2041,161,4,Não,96562
720.953.184-04,Imóvel,834358,33,25283.57575757576,3.21,Sim,Barros S/A,03/11/2023,05/05/2041,18,7,Não,23976
054.731.286-53,Veículo,148353,187,793.3315508021391,5.66,Sim,Barros,04/11/2023,26/02/2041,123,2,Não,44185
956.032.841-70,Imóvel,645551,30,21518.366666666665,3.03,Sim,Barros,13/06/2020,28/05/2043,27,7,Sim,91318
639.821.507-95,Imóvel,526648,313,1682.5814696485622,1.57,Sim,Novaes - EI,06/08/2024,29/04/2052,155,11,Não,52341
187.693.520-03,Imóvel,676375,71,9526.408450704226,4.22,Sim,da Rocha,10/07/2020,07/11/2038,47,10,Sim,63277
034.728.951-79,Imóvel,969324,108,8975.222222222223,1.44,Sim,das Neves,17/11/2022,14/04/2036,66,12,Não,65375
794.103.268-69,Imóvel,711324,219,3248.054794520548,4.37,Sim,Vasconcelos,20/12/2020,01/03/2043,59,8,Não,29145
496.210.375-06,Imóvel,506274,158,3204.26582278481,4.65,Sim,da Costa - EI,21/12/2021,06/01/2046,99,2,Não,72658
749.265.138-46,Veículo,267016,349,765.0888252148997,8.91,Sim,Martins Ltda.,02/11/2020,27/08/2031,264,10,Não,78089
689.531.704-00,Imóvel,616942,92,6705.891304347826,2.73,Sim,Siqueira S.A.,07/01/2021,12/11/2036,12,7,Sim,54363
143.958.072-32,Imóvel,585205,271,2159.428044280443,3.78,Sim,Fogaça - ME,23/10/2024,05/12/2032,170,0,Não,45229
306.958.427-65,Veículo,444522,195,2279.6,5.05,Não,Cavalcanti,18/08/2021,16/03/2043,95,0,Não,14634
562.907.813-59,Imóvel,577496,84,6874.952380952381,4.51,Sim,Porto Nascimento - ME,25/02/2022,11/07/2043,24,2,Não,62524
351.694.708-00,Imóvel,801911,313,2562.0159744408948,2.85,Sim,Vasconcelos Jesus - ME,27/03/2023,05/05/2029,228,0,Sim,40071
276.354.198-46,Veículo,358090,34,10532.058823529413,5.26,Sim,da Cunha Nascimento e Filhos,02/03/2021,08/01/2030,8,5,Não,23344
637.842.510-80,Imóvel,559934,216,2592.287037037037,2.78,Sim,da Cunha,19/12/2024,25/11/2030,204,12,Não,90075
918.345.260-51,Veículo,358565,278,1289.802158273381,7.16,Não,Vieira S.A.,27/05/2020,11/11/2047,65,11,Não,45334
139.547.862-73,Imóvel,813372,294,2766.5714285714284,2.21,Sim,da Mata Ltda.,08/10/2022,13/07/2036,281,2,Sim,26850
314.709.856-75,Veículo,150901,300,503.0033333333333,8.39,Sim,Rios,20/06/2021,29/10/2027,264,9,Não,97585
785.204.316-07,Veículo,471865,218,2164.5183486238534,8.91,Não,Nunes - ME,19/06/2023,14/04/2040,55,3,Sim,88920
649.583.127-73,Imóvel,743054,279,2663.2759856630823,1.09,Sim,das Neves,13/12/2020,09/04/2044,110,9,Não,19786
241.056.897-11,Imóvel,613311,216,2839.402777777778,1.26,Sim,Rios Ribeiro S/A,17/03/2022,12/12/2027,208,4,Não,49366
572.146.308-26,Veículo,150677,22,6848.954545454545,5.27,Sim,Melo,25/02/2024,19/06/2042,1,2,Sim,92882
317.526.948-64,Veículo,441547,196,2252.7908163265306,7.45,Não,Cirino Ltda.,19/02/2025,02/01/2054,123,8,Sim,10714
307.986.241-40,Imóvel,967427,25,38697.08,1.85,Sim,Fogaça,22/07/2021,13/09/2049,14,5,Sim,95476
497.208.613-04,Imóvel,931716,92,10127.347826086956,2.18,Sim,Cardoso,29/06/2020,22/12/2053,69,5,Não,78518
153.862.409-51,Imóvel,631800,293,2156.3139931740616,1.36,Sim,Pinto Leão - ME,25/02/2023,31/07/2029,45,0,Não,22515
781.035.629-12,Imóvel,523966,87,6022.597701149425,4.76,Sim,Rezende,06/04/2024,23/06/2035,12,12,Sim,41192
407.582.136-62,Veículo,478246,95,5034.168421052632,5.5,Sim,Campos Ltda.,14/02/2023,29/08/2031,9,9,Não,35009
698.425.703-47,Veículo,476270,100,4762.7,7.5,Sim,Peixoto Lima e Filhos,31/08/2022,19/10/2048,16,3,Não,64005
608.574.293-29,Veículo,93685,360,260.2361111111111,9.15,Não,Guerra,08/11/2020,11/12/2043,309,11,Sim,79460
621.879.354-00,Imóvel,905398,291,3111.333333333333,4.49,Sim,Martins,31/01/2021,28/06/2032,239,12,Não,84824
135.640.278-07,Imóvel,504625,18,28034.722222222223,1.51,Sim,Pimenta,13/02/2021,23/09/2033,8,7,Sim,21866
736.804.952-00,Imóvel,901560,186,4847.096774193548,1.09,Sim,Sales,05/02/2022,05/02/2052,3,6,Sim,58238
308.942.165-89,Veículo,226932,290,782.5241379310345,8.44,Não,Castro S.A.,07/11/2020,14/01/2037,106,7,Sim,56227
894.037.651-00,Imóvel,805855,171,4712.602339181287,3.68,Sim,Dias,11/10/2020,22/02/2028,23,7,Sim,70078
579.206.318-40,Imóvel,726662,353,2058.5325779036825,3.47,Sim,Camargo,25/07/2024,09/02/2039,339,9,Não,80363
863.047.192-13,Veículo,308901,353,875.0736543909348,6.78,Não,Guerra Melo S/A,20/01/2023,04/08/2037,169,6,Não,24139
324.710.598-05,Veículo,341829,81,4220.111111111111,5.45,Não,Casa Grande S/A,31/08/2022,02/01/2035,36,12,Não,56256
605.179.348-84,Imóvel,714935,249,2871.2248995983937,3.85,Sim,Mendes - ME,25/12/2023,15/06/2038,158,4,Não,31486
279.816.340-40,Veículo,252889,303,834.6171617161716,8.44,Não,Fernandes e Filhos,20/12/2023,15/03/2050,34,3,Sim,61118
025.986.437-47,Imóvel,524669,314,1670.9203821656051,1.8,Sim,das Neves Lopes S/A,04/09/2022,04/05/2054,167,3,Sim,94701
792.514.063-16,Veículo,124846,155,805.4580645161291,6.0,Não,Mendonça Gonçalves e Filhos,21/01/2022,20/10/2027,118,8,Sim,48456
461.823.795-37,Imóvel,787420,123,6401.788617886179,4.19,Sim,Monteiro,07/04/2021,15/12/2047,83,7,Sim,88226
521.740.986-01,Imóvel,879457,236,3726.512711864407,3.67,Sim,Freitas - EI,29/11/2021,12/05/2050,74,1,Não,91798
856.709.124-11,Imóvel,653923,101,6474.485148514851,3.0,Sim,Moura,21/08/2020,29/07/2028,15,6,Não,11015
467.319.285-00,Imóvel,988516,198,4992.50505050505,1.64,Sim,Vieira,16/07/2022,25/10/2030,106,9,Sim,67622
937.154.086-93,Veículo,168840,162,1042.2222222222222,9.43,Sim,Novaes - ME,14/06/2020,17/09/2053,18,3,Sim,59625
613.058.924-70,Imóvel,855689,60,14261.483333333334,4.33,Sim,Leão da Cruz S/A,29/07/2023,25/09/2029,9,9,Sim,21065
519.430.726-80,Veículo,108259,190,569.7842105263157,9.21,Sim,Almeida,27/04/2022,16/05/2042,52,2,Não,71163
132.574.096-99,Imóvel,615178,273,2253.3992673992675,2.76,Sim,Câmara Pastor S.A.,07/02/2021,26/02/2054,34,7,Sim,99154
350.896.742-56,Veículo,166946,321,520.0809968847352,7.23,Sim,Porto Albuquerque - EI,02/12/2024,11/08/2041,134,0,Não,57036
287.405.639-10,Imóvel,651438,313,2081.271565495208,1.09,Sim,Rezende,04/04/2024,13/09/2038,14,2,Sim,53838
972.368.041-69,Veículo,87056,20,4352.8,8.65,Sim,Fernandes,29/06/2024,23/08/2041,2,9,Não,66451
619.085.374-93,Imóvel,924569,342,2703.4181286549706,3.42,Sim,Dias,21/03/2024,27/02/2028,208,4,Não,44226
368.721.409-50,Veículo,453583,106,4279.084905660377,9.87,Não,Aparecida,15/11/2021,25/11/2036,34,8,Não,70644
986.021.543-05,Imóvel,980126,155,6323.393548387096,3.06,Sim,Dias - EI,20/10/2023,05/08/2034,77,0,Não,15293
931.258.647-55,Imóvel,703455,341,2062.91788856305,4.66,Sim,Pires,20/04/2021,02/12/2040,4,12,Não,19226
123.750.896-77,Veículo,404995,252,1607.123015873016,6.28,Sim,Rezende - EI,09/10/2023,01/12/2040,3,3,Sim,93466
790.286.154-58,Veículo,461625,320,1442.578125,5.44,Não,Gomes S/A,27/11/2024,29/05/2053,306,2,Sim,50490
394.687.052-00,Imóvel,869445,135,6440.333333333333,3.66,Sim,Gomes,03/05/2022,12/09/2048,42,9,Sim,83910
358.260.719-40,Veículo,427521,148,2888.6554054054054,5.67,Sim,Ribeiro Monteiro Ltda.,03/12/2024,20/11/2042,38,2,Sim,65754
376.105.942-61,Veículo,489945,57,8595.526315789473,5.46,Não,Andrade S/A,21/08/2020,22/11/2042,56,2,Não,27884
950.146.723-61,Veículo,256119,317,807.9463722397477,6.86,Sim,Pereira Barbosa Ltda.,28/10/2021,25/10/2029,134,6,Sim,46916
437.028.596-83,Veículo,148622,77,1930.155844155844,5.67,Sim,Abreu e Filhos,17/11/2023,22/05/2048,44,8,Não,83090
581.047.936-75,Veículo,252625,131,1928.4351145038167,7.38,Não,Castro,10/11/2021,21/12/2037,47,0,Não,17264
827.941.365-00,Veículo,290188,96,3022.7916666666665,9.97,Não,Ferreira da Rocha S.A.,28/09/2023,29/09/2041,92,10,Não,18098
587.340.692-83,Veículo,231099,341,677.7096774193549,7.72,Não,Cardoso Vasconcelos S/A,05/12/2022,23/09/2042,87,10,Sim,15399
298.043.617-87,Veículo,68651,179,383.5251396648045,8.54,Sim,Andrade Moura Ltda.,15/05/2022,11/10/2026,39,6,Não,93362
281.570.639-30,Imóvel,753699,30,25123.3,4.54,Sim,Montenegro,29/12/2023,10/03/2045,15,6,Sim,15925
372.819.056-02,Veículo,94225,283,332.9505300353357,7.86,Não,Pires Souza Ltda.,13/07/2021,21/06/2048,87,8,Não,54028
903.461.258-98,Imóvel,915076,263,3479.3764258555134,3.88,Sim,Rezende Ltda.,31/03/2023,20/08/2029,54,2,Não,35664
984.256.017-11,Veículo,430918,260,1657.376923076923,8.61,Não,Brito,02/09/2021,22/10/2033,151,7,Não,68416
279.853.046-65,Veículo,255536,352,725.9545454545455,7.84,Sim,Nunes Andrade e Filhos,13/10/2021,21/03/2029,243,5,Sim,82306
745.281.309-04,Imóvel,542611,130,4173.930769230769,3.47,Sim,Castro e Filhos,23/06/2020,14/11/2040,10,1,Não,86204
694.852.703-56,Veículo,241151,334,722.0089820359282,7.65,Sim,Machado da Mata e Filhos,01/12/2022,27/07/2034,171,4,Sim,71252
612.739.850-95,Veículo,399078,193,2067.761658031088,6.88,Não,Moura - EI,05/03/2021,18/05/2027,100,12,Sim,46868
685.947.013-57,Veículo,356789,206,1731.985436893204,7.83,Sim,Gonçalves,12/03/2024,12/05/2051,63,3,Sim,79583
465.102.897-76,Veículo,132715,196,677.1173469387755,9.61,Não,Fonseca Pires Ltda.,26/09/2024,01/02/2039,167,5,Sim,97359
173.560.842-44,Imóvel,694820,294,2363.333333333333,4.0,Sim,Cunha,12/09/2023,06/03/2036,89,10,Sim,62310
750.369.812-86,Imóvel,708016,87,8138.114942528736,3.98,Sim,Borges Teixeira S.A.,09/06/2024,04/05/2031,59,6,Sim,54362
980.573.641-57,Imóvel,600486,264,2274.568181818182,1.56,Sim,Andrade Montenegro S.A.,15/04/2024,22/06/2039,91,12,Sim,58227
849.026.713-87,Imóvel,862018,215,4009.386046511628,2.73,Sim,Andrade S.A.,29/05/2022,02/10/2031,186,0,Sim,99896
057.281.394-50,Veículo,179964,251,716.9880478087649,8.1,Não,Correia S.A.,29/07/2021,04/03/2043,199,8,Não,61836
039.642.517-80,Imóvel,936720,39,24018.46153846154,3.55,Sim,Rezende e Filhos,04/08/2024,26/01/2034,17,4,Não,10067
701.938.642-31,Veículo,250149,273,916.2967032967032,7.92,Sim,da Conceição S/A,03/06/2023,18/07/2054,273,3,Sim,56081
128.560.749-01,Imóvel,759617,316,2403.8512658227846,4.57,Sim,Duarte,25/11/2021,15/01/2042,238,2,Sim,16692
051.248.967-01,Veículo,206803,88,2350.034090909091,6.81,Não,Fogaça,08/04/2023,19/09/2046,16,7,Não,53638
642.835.710-08,Veículo,449640,209,2151.3875598086124,5.74,Não,Pinto S/A,30/10/2022,05/02/2047,123,9,Não,11260
817.920.645-94,Imóvel,630443,291,2166.4707903780068,4.14,Sim,Andrade e Filhos,23/05/2022,01/06/2027,107,6,Não,18562
634.805.927-83,Veículo,129077,83,1555.144578313253,8.19,Sim,Azevedo - EI,22/12/2022,01/10/2035,4,8,Sim,22565
327.815.940-32,Veículo,282769,15,18851.266666666663,9.22,Sim,Araújo S.A.,27/12/2024,27/06/2027,0,6,Não,70800
847.601.359-01,Imóvel,996815,292,3413.75,4.04,Sim,Machado,09/01/2025,22/08/2050,79,1,Não,46412
234.891.706-87,Veículo,170374,225,757.2177777777778,8.21,Sim,Porto,11/05/2022,14/02/2034,222,8,Sim,36577
869.235.174-19,Imóvel,998255,311,3209.823151125402,2.64,Sim,Jesus,27/09/2024,19/09/2026,4,0,Sim,42861
257.804.391-41,Veículo,228842,287,797.3588850174216,5.65,Não,Barros S.A.,30/07/2024,27/05/2042,205,0,Sim,79184
230.581.746-08,Imóvel,784051,67,11702.253731343284,4.22,Sim,Sales - ME,04/07/2023,04/05/2039,14,0,Sim,23800
376.280.514-80,Veículo,291640,68,4288.823529411765,8.69,Sim,Sales,05/06/2023,26/06/2054,3,6,Sim,38802
698.517.032-30,Veículo,280236,89,3148.7191011235955,7.45,Não,Oliveira e Filhos,03/01/2025,12/11/2046,31,4,Sim,29500
346.572.098-92,Imóvel,969013,149,6503.442953020134,4.51,Sim,Pereira,05/08/2024,14/08/2030,78,7,Não,59360
349.217.608-96,Imóvel,784664,360,2179.6222222222223,4.8,Sim,da Luz S/A,09/04/2025,22/07/2043,183,5,Sim,47969
571.908.632-30,Veículo,390790,236,1655.8898305084747,9.8,Não,da Luz,10/03/2024,12/03/2028,190,11,Não,96626
879.214.056-49,Imóvel,593644,147,4038.394557823129,2.4,Sim,Andrade,23/05/2021,18/05/2036,74,6,Não,70406
158.036.479-93,Veículo,68818,338,203.603550295858,8.98,Sim,da Paz,09/10/2021,09/04/2054,113,10,Sim,73768
502.463.187-08,Imóvel,786776,23,34207.65217391304,4.86,Sim,Santos,26/11/2021,03/08/2044,11,2,Sim,19915
803.571.249-79,Imóvel,510410,13,39262.307692307695,2.76,Sim,da Conceição - EI,17/07/2021,26/01/2039,8,11,Não,28508
548.271.930-88,Veículo,263809,320,824.403125,8.6,Não,Cavalcante,27/09/2024,18/08/2038,96,0,Não,19530
472.513.698-00,Imóvel,995009,123,8089.504065040651,4.09,Sim,Alves e Filhos,15/11/2024,24/04/2038,26,12,Sim,92424
273.645.819-28,Veículo,464705,36,12908.472222222224,5.16,Sim,Costela,13/11/2024,01/07/2042,15,0,Sim,71703
