CPF	Tipo de Seguro	Seguradora	Valor da Cobertura	Número de Sinistros	Valor do Prêmio Mensal
673.895.041-10	Residencial	Nascimento	313768	5	1098
395.270.416-43	Automóvel	Sousa e Filhos	131992	3	932
354.021.689-89	Residencial	Correia	127830	0	201
943.581.067-57	Automóvel	Costela Ltda.	185620	4	843
017.496.835-39	Residencial	Mendes Ltda.	252216	0	832
486.395.012-89	Automóvel	Pinto	380079	1	851
831.059.674-00	Residencial	Siqueira	433869	1	404
956.382.401-60	Automóvel	Campos	161208	4	1250
573.402.918-14	Vida	Rezende - EI	622762	3	1026
754.183.096-84	Automóvel	Aparecida	218282	4	988
782.053.961-59	Automóvel	Moura S.A.	313337	3	490
304.987.651-48	Vida	Araújo	893275	3	778
281.630.459-06	Vida	Garcia Moreira S/A	733512	0	375
561.098.324-05	Automóvel	Alves	240170	3	1199
987.320.561-68	Vida	da Rosa Correia Ltda.	989861	4	720
750.694.138-48	Vida	Sales	772857	1	897
263.497.180-03	Automóvel	Ferreira Gomes Ltda.	114616	1	914
607.519.823-77	Vida	Cavalcanti	522242	5	1155
180.624.359-89	Vida	Jesus e Filhos	912136	4	1121
498.012.357-05	Vida	Santos Ltda.	569022	5	758
073.481.526-35	Residencial	Ferreira	405285	2	713
896.723.451-19	Vida	Vargas	857402	4	573
267.018.594-02	Automóvel	Jesus	304183	1	742
675.093.214-25	Automóvel	Fonseca Fonseca - ME	62572	4	1054
972.354.068-10	Residencial	Novais	346372	5	1031
510.749.628-85	Residencial	Nogueira Aparecida Ltda.	318426	5	1236
126.593.804-06	Vida	Barbosa Rodrigues S.A.	889124	5	872
164.039.852-05	Residencial	Duarte	462157	4	1206
370.459.182-32	Automóvel	Lopes da Cruz - ME	414182	1	1063
941.537.268-00	Automóvel	Pastor - ME	317671	4	734
467.953.012-06	Automóvel	da Rocha	414691	5	1233
012.456.837-80	Vida	da Mota	680303	1	529
053.768.294-56	Vida	Araújo	729408	0	332
950.864.123-15	Residencial	Camargo da Paz - ME	423319	2	906
985.247.103-14	Automóvel	Sampaio	476370	3	1051
328.415.706-90	Residencial	Moraes Abreu S/A	180277	1	912
164.839.705-01	Vida	Gonçalves	601133	5	922
543.987.162-46	Vida	Peixoto Cavalcante Ltda.	696450	5	1191
312.086.597-40	Residencial	Silva Barbosa Ltda.	496020	0	755
409.653.782-92	Residencial	Camargo Guerra Ltda.	257397	1	821
382.705.941-05	Residencial	Teixeira	333737	3	896
514.789.203-60	Residencial	Fonseca Freitas - ME	246095	2	454
687.351.904-93	Automóvel	Cassiano	492934	4	558
792.513.406-25	Vida	Teixeira Ltda.	735976	2	515
690.483.215-06	Vida	Nunes - ME	824558	1	205
098.734.526-56	Automóvel	Aparecida	418286	5	876
572.418.360-90	Automóvel	Macedo - ME	389233	0	455
724.360.189-87	Automóvel	Rodrigues	257309	5	1031
602.941.378-31	Automóvel	Cardoso Ltda.	87357	5	653
805.672.193-21	Automóvel	Pastor Melo Ltda.	470424	0	566
906.172.543-70	Automóvel	Araújo - EI	345405	0	897
182.409.657-76	Automóvel	da Mata e Filhos	485292	3	1228
026.583.497-00	Vida	da Rosa e Filhos	652456	5	1194
402.358.716-80	Residencial	Lopes Gonçalves e Filhos	387652	5	1296
891.634.750-57	Automóvel	Gonçalves - ME	283758	3	1045
846.921.753-46	Residencial	da Conceição Vasconcelos S/A	209824	4	1235
798.524.163-91	Automóvel	Rezende	473003	1	468
540.973.612-52	Automóvel	Barros S.A.	390610	0	528
240.617.593-61	Residencial	Rodrigues Nascimento S.A.	232587	1	796
173.804.962-04	Automóvel	Costa Marques - ME	340431	5	810
506.871.942-02	Residencial	Vasconcelos	317376	0	131
940.568.132-05	Residencial	Silva Cunha - EI	345339	1	870
521.047.963-34	Residencial	Cavalcante Brito - ME	447772	5	1353
107.283.495-23	Vida	Sampaio	989646	2	691
475.602.983-38	Vida	Novaes	841627	5	1067
028.617.359-02	Automóvel	da Conceição S/A	470193	0	312
256.317.094-06	Residencial	Farias	286978	5	625
602.359.178-77	Automóvel	Vargas	133408	2	959
254.061.783-26	Automóvel	da Conceição	430461	5	805
912.537.406-07	Vida	Peixoto	681392	4	998
709.463.185-57	Automóvel	Fernandes	396330	4	750
281.647.390-22	Vida	Cunha Fogaça - EI	600528	0	302
681.723.459-09	Residencial	Ferreira - EI	111869	1	689
410.826.953-51	Residencial	Machado Azevedo Ltda.	160755	3	439
803.946.152-98	Vida	Pacheco	819899	5	1017
072.693.581-68	Automóvel	Rios Sales e Filhos	373024	3	461
547.921.830-14	Residencial	Aragão Sousa - ME	453604	4	798
504.819.372-50	Vida	Azevedo Mendonça - ME	696162	0	565
852.791.460-30	Vida	Guerra S.A.	862276	5	1416
876.953.210-95	Residencial	Silva	250061	1	620
258.730.964-65	Residencial	Aragão Ltda.	99186	0	853
294.783.051-23	Residencial	Carvalho	229841	5	1452
410.736.592-16	Residencial	Albuquerque e Filhos	481629	5	1342
209.875.341-14	Vida	Cavalcanti Nunes - ME	968182	4	884
839.651.042-33	Vida	Cavalcanti	564922	5	1050
170.345.829-04	Automóvel	Vargas Jesus S/A	267180	1	663
240.916.537-07	Vida	Araújo	947766	0	626
847.913.562-09	Automóvel	Ramos e Filhos	483272	4	526
741.230.985-41	Residencial	Jesus	206109	0	578
405.237.689-74	Vida	Martins - EI	971386	4	638
791.048.623-50	Residencial	Brito	234399	0	981
298.614.703-87	Residencial	Marques	230652	0	205
680.721.943-13	Vida	Pinto Silva - EI	551413	3	1245
837.460.521-90	Vida	Cirino Alves S/A	992684	4	1176
504.617.982-20	Vida	Teixeira da Rocha - EI	501554	1	591
695.428.371-19	Residencial	Câmara Peixoto S/A	371560	1	781
764.128.093-50	Vida	Ribeiro Rios - ME	688182	4	558
836.247.091-78	Residencial	Guerra	131082	4	741
018.254.369-24	Automóvel	Silveira Azevedo - ME	266145	3	581
583.609.271-03	Vida	Rezende	559350	1	824
942.356.871-82	Residencial	da Rosa	183371	0	598
612.547.389-91	Automóvel	Sales e Filhos	216203	3	1166
019.463.578-39	Vida	Câmara - ME	896150	1	725
137.048.692-87	Vida	Pastor	724269	2	1083
539.684.027-74	Residencial	da Paz	482507	0	980
207.584.196-94	Vida	Cunha	665429	1	532
012.348.796-03	Residencial	Costela Ltda.	211839	3	545
360.821.754-17	Residencial	Duarte	396046	2	1191
940.365.728-65	Automóvel	Barros	370887	5	1195
486.957.301-66	Vida	Aparecida	502623	2	889
314.057.698-66	Residencial	Moreira	236119	2	947
953.082.716-40	Automóvel	Santos Aragão Ltda.	496094	2	1011
108.956.374-48	Residencial	Alves S.A.	132320	2	351
395.472.680-74	Vida	das Neves	992681	1	815
438.527.190-97	Residencial	Lopes Rocha - EI	158017	3	595
092.741.358-23	Residencial	Ramos Costela - ME	329021	4	1226
468.170.935-20	Residencial	Guerra	283233	0	956
574.921.360-99	Automóvel	Aparecida	342737	0	750
029.617.435-16	Vida	Lima	676668	3	460
167.853.049-20	Vida	Lima	953264	1	821
897.014.236-31	Vida	Albuquerque	842340	3	796
086.427.195-67	Residencial	Martins	199703	5	606
514.962.807-76	Residencial	Novaes - EI	290672	5	746
549.123.670-52	Automóvel	da Mota Melo - ME	87734	1	783
086.759.241-94	Residencial	Cavalcante	107851	5	792
128.706.395-03	Residencial	Câmara	88379	5	1354
368.275.410-53	Residencial	da Paz	451192	5	1309
371.082.569-59	Automóvel	Gonçalves	498348	3	974
275.401.398-97	Vida	Cirino Almeida - ME	835644	5	885
132.786.459-28	Residencial	Aragão Leão Ltda.	387291	1	803
061.387.925-21	Automóvel	Lima	263100	3	1059
842.397.516-91	Automóvel	Viana	153898	3	788
472.358.901-50	Automóvel	Ribeiro	333199	5	623
143.792.568-55	Vida	Sampaio Rocha S/A	707543	0	323
160.357.948-66	Vida	Ferreira S.A.	856553	2	637
740.238.659-74	Automóvel	Ribeiro Ltda.	140254	0	988
980.236.415-06	Automóvel	Barros - ME	235471	0	843
908.127.634-40	Residencial	Sampaio Ltda.	490275	1	723
534.281.069-89	Automóvel	Rocha Vargas - ME	176244	0	304
951.864.702-01	Vida	Pimenta Ltda.	998204	3	945
041.523.867-62	Residencial	Aragão	90748	0	578
198.436.507-00	Residencial	das Neves da Costa S/A	95422	0	181
807.632.914-04	Vida	Vargas	645532	2	850
026.431.579-07	Automóvel	Vieira - EI	296564	4	550
923.651.087-68	Vida	Ribeiro - EI	736205	4	1086
960.847.513-93	Vida	Cavalcanti	599689	0	559
378.096.254-38	Automóvel	Macedo	97406	4	1220
247.869.153-19	Vida	Câmara Ltda.	801173	1	949
820.956.471-49	Automóvel	Correia S.A.	109727	2	901
306.942.875-47	Vida	Viana	926184	0	487
519.734.680-93	Automóvel	Cunha Santos - EI	245338	2	1011
530.179.864-20	Automóvel	Novaes	297711	5	923
260.517.384-44	Residencial	Araújo	165256	5	694
917.386.042-50	Residencial	Cavalcante	108150	4	1093
182.679.034-96	Residencial	Garcia	455345	2	1141
046.932.718-96	Residencial	Nunes Macedo S.A.	173769	1	386
264.079.815-49	Residencial	Costa Oliveira - EI	353835	4	1038
018.354.972-41	Vida	Cunha Andrade S.A.	734788	2	809
954.632.780-83	Vida	Pacheco Casa Grande S/A	820752	1	377
431.970.526-25	Automóvel	da Mata Nogueira e Filhos	204295	3	473
964.371.820-40	Residencial	Teixeira Pinto S/A	494287	1	910
570.496.281-58	Vida	das Neves Souza - ME	619154	5	610
035.416.279-99	Vida	Sales Guerra S.A.	787762	5	1077
579.406.238-00	Vida	da Paz Ltda.	571233	2	638
180.945.327-50	Residencial	Garcia - EI	392375	1	864
326.475.809-10	Automóvel	Mendes	156286	0	489
640.819.725-67	Residencial	Macedo Ltda.	202956	1	417
146.093.857-75	Vida	Fernandes e Filhos	539622	2	1160
984.076.531-01	Residencial	Costela	355493	2	995
387.490.265-00	Residencial	Pereira S/A	158738	0	745
749.215.683-91	Vida	Jesus Ferreira Ltda.	828351	2	437
203.194.786-96	Vida	Farias	769928	2	420
541.638.907-93	Vida	da Luz	752002	5	791
231.854.096-98	Vida	Mendes S/A	573237	2	445
453.972.861-09	Vida	Moura Azevedo - ME	828524	2	1043
516.084.297-76	Residencial	Nogueira Gomes - ME	387579	1	957
127.843.569-73	Vida	Camargo	898466	2	1156
380.719.256-59	Automóvel	Oliveira S.A.	116333	2	362
294.360.178-04	Vida	Nunes	550386	4	990
876.142.095-67	Residencial	Caldeira e Filhos	374202	0	181
743.196.520-61	Vida	Pimenta Mendes e Filhos	748105	1	363
526.308.479-00	Vida	Abreu Cunha S.A.	632236	0	661
245.798.036-47	Residencial	Garcia S/A	396870	1	912
149.730.586-10	Residencial	Camargo Porto - EI	218898	1	453
204.596.173-70	Residencial	Caldeira	267444	4	602
072.951.486-20	Residencial	Sales Ltda.	462236	1	828
054.182.937-88	Vida	Pastor	584794	2	1130
469.102.385-24	Vida	da Rocha	789809	3	432
172.940.358-14	Residencial	Leão da Paz - EI	319186	0	174
065.287.913-68	Vida	Casa Grande	637772	2	839
915.246.873-91	Residencial	Jesus - EI	354367	2	845
123.046.759-99	Automóvel	Sousa Campos S.A.	437875	1	202
941.807.256-49	Automóvel	Campos S/A	96125	1	620
934.108.526-89	Vida	Rios Silveira - ME	704198	1	362
079.361.824-03	Automóvel	da Costa	445887	5	937
791.365.280-21	Residencial	Pereira	55998	1	732
572.910.643-25	Residencial	Lopes	419047	0	420
762.953.048-00	Vida	Rezende	622165	4	525
301.298.457-79	Vida	Moura	528492	5	648
358.169.204-05	Automóvel	Cavalcanti Ltda.	386187	4	1054
702.563.918-40	Automóvel	Casa Grande	387920	2	1130
762.539.410-70	Vida	Silveira e Filhos	844581	3	1268
476.109.528-85	Residencial	Barbosa Caldeira e Filhos	86510	1	796
158.320.649-33	Vida	Rocha Gomes - EI	881329	0	649
590.637.214-80	Vida	Farias Silveira - EI	556555	3	909
213.960.748-13	Automóvel	da Rocha	416957	2	903
524.796.318-00	Residencial	Casa Grande	220004	2	1197
201.435.689-06	Automóvel	Moura S.A.	307672	1	280
307.485.291-79	Vida	Cassiano	781644	3	1217
246.057.189-58	Automóvel	Fernandes Farias S/A	466850	0	162
517.630.428-71	Residencial	Lopes	159399	0	247
328.479.516-28	Vida	Nogueira	863562	1	331
590.847.136-48	Automóvel	Fernandes Nunes - EI	360509	3	1123
729.083.451-88	Residencial	Aparecida Guerra Ltda.	125633	0	481
917.683.425-55	Automóvel	Lima	61639	3	1021
531.204.867-44	Vida	Nascimento	531860	3	466
279.835.604-00	Residencial	Peixoto Rezende S.A.	382419	1	324
406.781.932-31	Vida	Mendonça Ribeiro Ltda.	833332	2	749
503.192.468-33	Residencial	Jesus - ME	421524	1	646
098.413.627-40	Residencial	Costela	260662	4	1041
546.892.170-76	Residencial	Cunha Farias - EI	429023	5	956
630.289.154-05	Vida	Pacheco Ltda.	610537	1	965
475.296.830-47	Vida	Moura	512116	2	589
419.637.205-80	Residencial	Peixoto	118149	2	781
162.907.548-58	Automóvel	Silveira	236550	5	932
908.271.564-30	Residencial	Sousa	140194	4	597
018.967.532-21	Automóvel	da Mota Ltda.	353554	3	876
487.965.102-85	Vida	Nascimento Carvalho S/A	771184	4	1056
732.869.540-47	Residencial	Cirino	209531	2	1031
430.756.192-99	Residencial	Câmara	272026	2	961
973.256.014-25	Vida	Castro S/A	693029	3	466
392.864.510-24	Automóvel	Nascimento da Conceição - ME	72434	1	641
397.680.245-00	Automóvel	Caldeira	289679	5	1038
329.614.750-07	Residencial	Ramos Cavalcante S.A.	454678	4	792
315.807.642-07	Residencial	Cassiano Moura S/A	291316	3	1222
762.518.349-19	Residencial	Sá S.A.	159606	0	818
739.541.268-00	Residencial	Carvalho	345806	0	627
869.253.407-29	Vida	Pacheco	755087	3	1178
268.453.791-73	Residencial	Borges Mendes S/A	82274	2	1161
160.827.935-95	Vida	Souza	959030	0	942
340.971.285-23	Automóvel	Rezende	366626	1	477
501.694.783-00	Vida	da Paz	963221	4	590
083.594.761-01	Residencial	Silveira Abreu - ME	246940	4	806
706.549.823-92	Residencial	Moreira	291041	2	976
325.014.976-43	Residencial	Martins	433032	1	628
762.318.594-28	Vida	Campos Ltda.	710759	0	929
124.058.396-60	Automóvel	Fonseca - EI	340426	2	496
057.214.869-02	Vida	Campos	858520	0	358
621.759.830-21	Residencial	Vargas e Filhos	323108	4	1376
617.823.495-37	Residencial	Vasconcelos	60447	3	1166
726.853.491-46	Automóvel	Vasconcelos	445009	4	809
618.957.420-30	Automóvel	Alves Cavalcante - EI	187620	1	747
945.283.760-83	Residencial	Cardoso	186371	3	938
187.436.925-91	Automóvel	Sales Cassiano - ME	244465	2	436
476.581.239-19	Vida	Cavalcanti e Filhos	827818	1	588
268.705.143-80	Automóvel	da Luz da Mata S.A.	345731	2	326
815.692.347-28	Residencial	Nascimento Aragão S/A	70632	1	508
528.479.016-20	Vida	Porto	597921	1	824
583.092.174-04	Automóvel	Alves	204023	0	722
261.905.784-11	Residencial	Alves	479907	5	718
013.845.692-51	Automóvel	Pastor	128661	4	1274
489.263.750-56	Automóvel	Lopes	227517	2	1101
341.062.789-87	Residencial	Sales da Luz - EI	448420	2	968
807.954.632-00	Residencial	Santos	231388	4	1046
075.139.684-20	Vida	da Mata S/A	635174	0	752
514.069.823-42	Vida	Lima Rios S/A	798192	3	1273
017.842.563-07	Vida	Araújo	574052	4	1223
761.094.582-01	Automóvel	Casa Grande	94266	3	548
960.571.843-00	Automóvel	Pires	400048	5	916
360.428.719-78	Vida	Nogueira Sá - ME	762577	2	679
965.180.724-58	Automóvel	Santos - EI	359889	5	859
748.106.923-96	Vida	Brito S.A.	886363	4	636
089.713.456-75	Vida	Montenegro	735722	2	663
831.295.670-03	Residencial	Pereira	297396	4	1101
924.506.137-06	Vida	da Conceição	521834	1	453
908.615.724-67	Residencial	da Rosa Ribeiro S.A.	245843	5	649
536.291.804-42	Automóvel	Moura Martins S.A.	360055	4	1201
267.108.349-13	Automóvel	Peixoto - ME	411580	0	522
139.502.647-52	Vida	Campos	974984	1	381
307.512.968-21	Residencial	Alves	291704	2	853
867.239.041-50	Residencial	Pimenta Dias e Filhos	197104	2	428
631.720.498-50	Residencial	Pereira	334744	0	333
671.340.825-71	Automóvel	Pereira	243082	3	843
360.581.427-17	Vida	Vasconcelos	918837	0	102
703.958.642-83	Residencial	Barbosa e Filhos	87082	2	1129
912.630.587-95	Automóvel	Araújo Siqueira e Filhos	56494	5	1168
741.362.805-80	Vida	da Cunha Ferreira - ME	937163	5	1008
834.026.751-53	Residencial	Borges	300932	4	828
036.925.871-12	Automóvel	Andrade da Mata - EI	192621	0	406
415.897.263-91	Vida	Castro	537314	3	470
278.613.495-19	Residencial	da Rocha Sales - EI	294033	2	677
372.814.096-13	Vida	da Mata Sousa e Filhos	595020	1	1078
970.824.653-00	Residencial	Peixoto Sá S/A	206799	3	1219
467.923.015-07	Automóvel	Duarte	312654	4	630
534.798.026-56	Automóvel	da Mata Alves - ME	258997	0	749
903.647.521-06	Automóvel	Cassiano	491788	4	756
285.390.714-79	Vida	Andrade	705972	3	819
267.583.094-10	Automóvel	Lima	195403	3	824
921.056.743-99	Automóvel	Novais	376112	4	809
682.431.795-00	Residencial	Abreu	362775	1	871
065.437.821-53	Vida	Pimenta	765895	3	566
968.530.741-57	Automóvel	da Rocha	259404	3	920
248.516.097-01	Residencial	da Conceição - EI	457612	5	955
846.791.352-55	Residencial	Barbosa da Mota Ltda.	487198	2	799
389.126.507-77	Automóvel	Pereira S/A	349199	3	1172
972.568.430-38	Residencial	Oliveira Ltda.	151285	2	346
754.312.806-35	Vida	Caldeira	647257	1	907
237.469.510-70	Automóvel	Nogueira	316972	4	1177
673.402.158-08	Automóvel	Lima	111080	2	584
763.294.810-40	Residencial	Sousa	400035	0	453
087.921.536-40	Vida	Araújo Porto S.A.	730408	1	585
693.240.758-29	Automóvel	Novaes	356228	2	462
758.064.291-30	Automóvel	Moura S/A	395609	5	1113
591.084.267-67	Residencial	Costela S/A	429470	3	940
720.935.486-74	Vida	Nascimento	935648	3	1237
628.094.175-20	Residencial	Brito Moura e Filhos	53908	1	908
617.349.085-48	Vida	Cavalcante	909175	4	599
271.693.458-46	Automóvel	Casa Grande Correia S/A	111097	5	1356
325.796.104-99	Automóvel	Macedo e Filhos	197306	3	889
487.365.901-93	Residencial	da Conceição e Filhos	191684	2	871
534.629.180-60	Residencial	Andrade	143241	0	278
805.643.279-56	Residencial	Marques	297293	4	1219
785.641.230-53	Automóvel	Nascimento Cunha e Filhos	399423	0	223
526.907.481-85	Vida	Câmara	816437	4	646
751.390.682-30	Automóvel	da Mota - ME	371639	3	697
267.589.401-01	Automóvel	Ramos	338396	3	1006
693.208.517-86	Residencial	Abreu S/A	383443	3	1216
284.750.613-62	Automóvel	Azevedo	333417	5	1207
890.573.146-57	Automóvel	Albuquerque Monteiro e Filhos	460559	3	790
170.586.439-20	Automóvel	Brito e Filhos	101236	0	421
257.108.496-85	Vida	Montenegro S.A.	748792	3	837
634.905.781-39	Residencial	Pimenta	90979	3	504
396.021.745-52	Residencial	Cunha	475638	5	784
634.805.971-57	Residencial	Fonseca	234814	2	578
658.214.730-71	Residencial	da Mata	408285	1	1031
527.613.849-46	Vida	Machado da Conceição S.A.	757545	5	1351
206.984.531-15	Vida	Gonçalves	559215	2	1078
730.815.294-41	Vida	da Mata S/A	514688	1	1055
920.154.863-05	Vida	da Cruz	926934	2	913
378.964.510-93	Vida	Rocha	577307	4	834
083.592.164-60	Vida	Camargo Ltda.	589159	5	1037
907.635.821-40	Automóvel	Machado	219333	1	643
725.081.643-80	Vida	da Cunha Caldeira - ME	561293	5	1062
465.873.190-84	Vida	da Cruz Porto e Filhos	677034	5	687
026.751.438-71	Vida	Cavalcante Fernandes S/A	605356	3	653
028.635.947-29	Vida	Aparecida Monteiro e Filhos	905920	3	884
258.367.094-83	Residencial	Brito S/A	460821	3	1129
395.708.216-12	Vida	Marques	545302	1	1059
618.294.703-96	Residencial	Moura Abreu Ltda.	140046	4	695
263.107.854-35	Residencial	Câmara Borges Ltda.	388553	0	732
795.413.862-37	Residencial	Santos Vieira S.A.	133887	2	726
892.047.631-40	Vida	Duarte Novais - EI	880617	0	732
915.832.476-37	Automóvel	Caldeira	157773	2	688
528.390.764-38	Residencial	Machado da Rocha S/A	365756	0	819
709.461.253-25	Vida	da Rosa Cirino - EI	737728	5	680
916.735.840-39	Vida	Borges	999272	0	394
348.216.509-24	Residencial	Siqueira S.A.	149167	1	476
450.197.682-94	Vida	Freitas e Filhos	940970	5	1009
125.408.693-51	Residencial	Farias	68498	1	1093
718.945.632-55	Residencial	Melo da Cunha Ltda.	51429	3	1247
278.531.649-55	Automóvel	Macedo	401199	1	480
280.316.974-69	Residencial	Machado	177250	4	955
379.650.824-38	Automóvel	Albuquerque - ME	228142	0	399
306.897.214-04	Residencial	Pinto	441776	0	778
517.096.243-61	Residencial	Barros	123686	2	614
801.423.579-79	Vida	Ramos	721788	5	1318
041.285.639-51	Automóvel	Abreu e Filhos	438593	5	1034
807.364.129-13	Residencial	Macedo	362872	0	446
156.308.297-77	Automóvel	das Neves	484593	3	594
142.067.359-99	Automóvel	da Mota	108022	5	619
708.196.532-68	Residencial	Pinto - EI	165642	0	369
284.506.739-92	Automóvel	Souza	221231	1	590
651.327.048-08	Automóvel	Lima	297399	0	349
097.426.831-31	Residencial	Porto	62990	5	711
963.145.270-07	Automóvel	Alves Monteiro - EI	247241	2	625
875.320.491-32	Vida	Rios	953583	1	250
649.312.580-42	Residencial	Pastor - EI	390674	3	1171
518.092.436-70	Vida	Pires S.A.	611277	2	896
941.236.085-15	Residencial	Moura - ME	296841	1	260
371.584.096-00	Vida	Barbosa Azevedo e Filhos	555760	2	642
154.638.702-17	Residencial	Nascimento	69654	3	886
431.807.569-93	Vida	Azevedo	828548	0	947
231.864.705-44	Residencial	Teixeira	332262	2	859
965.824.073-92	Vida	Guerra Freitas S/A	835110	3	547
398.516.074-01	Vida	da Costa	735241	2	797
824.769.051-94	Vida	Cunha Ltda.	774309	4	1002
625.470.189-85	Residencial	Garcia	420245	4	991
134.890.765-75	Residencial	Marques - EI	307012	4	920
084.135.296-89	Vida	Mendes S/A	669059	5	1151
675.980.432-56	Residencial	Vargas	331657	3	609
452.190.687-76	Vida	Carvalho Lima S/A	576342	1	981
091.832.546-33	Vida	das Neves	742479	3	927
418.726.309-87	Residencial	Pereira - EI	73432	3	698
612.490.783-69	Vida	Moura - ME	994145	0	462
409.158.362-89	Residencial	Barros	97726	1	756
124.783.096-96	Vida	Moura	788681	1	561
350.976.142-16	Vida	Azevedo Viana - ME	752111	5	830
291.348.576-64	Residencial	Correia	292135	1	1067
452.763.198-55	Vida	Barbosa	957993	1	1005
231.580.974-60	Residencial	Rios S/A	229679	4	615
126.038.495-06	Vida	da Cunha das Neves - EI	593671	4	1040
735.204.918-50	Residencial	da Luz e Filhos	222884	0	106
639.542.870-56	Vida	Ribeiro Vieira - EI	585812	0	593
089.536.241-42	Residencial	da Paz Vieira Ltda.	181208	1	1069
695.784.312-28	Automóvel	Vasconcelos	469457	0	279
127.806.593-86	Vida	Costela	594727	5	1055
514.267.309-34	Automóvel	Pacheco	338121	0	559
465.281.093-89	Residencial	Lima	345672	1	490
785.042.136-17	Residencial	Gomes	237325	5	1217
630.517.249-80	Automóvel	Marques Sousa S.A.	401912	4	1399
126.597.834-46	Vida	Freitas	794752	0	905
462.051.389-05	Residencial	Albuquerque	361954	2	468
890.536.142-06	Automóvel	da Costa - ME	105912	2	333
924.683.105-51	Residencial	Rodrigues	94598	3	602
654.120.973-16	Automóvel	Pacheco	420369	2	817
623.805.179-59	Automóvel	Cassiano	254871	5	997
342.085.179-05	Residencial	da Cunha	174959	4	1029
287.459.601-94	Automóvel	Teixeira Ltda.	383393	4	684
241.530.987-79	Vida	Silveira	976793	1	1010
103.475.829-23	Residencial	Sampaio Cardoso S/A	56156	2	573
691.740.852-20	Automóvel	Cirino Camargo S.A.	322206	2	1043
214.579.036-52	Automóvel	Azevedo	142139	0	564
318.746.520-07	Vida	Pimenta	804174	4	542
548.671.032-17	Vida	da Cunha - ME	868770	4	892
759.231.860-12	Automóvel	Costela Santos - ME	83156	1	374
026.798.513-40	Vida	Oliveira Costa S/A	609348	4	759
241.379.860-96	Vida	Porto	859421	1	702
510.236.497-99	Vida	Pereira Ltda.	571711	5	1377
468.915.327-28	Automóvel	Souza	254633	1	1041
352.607.948-00	Vida	Almeida e Filhos	541559	2	560
194.075.286-85	Residencial	Silveira Andrade S/A	327964	0	626
618.750.249-30	Residencial	Pimenta - ME	194289	5	1240
534.819.072-14	Residencial	Vargas	498246	0	865
143.062.857-07	Residencial	Viana - ME	337223	3	477
086.495.721-11	Automóvel	Almeida S.A.	75090	1	245
059.471.628-49	Automóvel	Sales	357099	4	1302
869.403.125-60	Residencial	da Mata Duarte S.A.	62379	5	1117
506.374.298-00	Vida	Monteiro S.A.	593004	0	631
510.267.439-07	Vida	da Cunha	689624	5	780
180.349.275-97	Residencial	Araújo	462188	3	1014
758.029.164-94	Automóvel	Ribeiro - EI	216559	1	1062
249.586.310-89	Vida	Castro e Filhos	512816	3	578
103.528.974-14	Automóvel	Silva Pires - ME	111254	1	447
632.908.745-83	Vida	Ferreira	763454	5	1364
361.059.472-16	Automóvel	Camargo	200603	2	1043
275.894.106-67	Automóvel	Moraes Pacheco e Filhos	393644	5	1389
209.754.316-25	Residencial	Viana	55865	5	979
267.183.459-46	Vida	Barbosa	601977	2	727
586.714.390-20	Vida	Costela Barros - ME	909830	2	1148
280.395.146-06	Automóvel	da Luz da Paz S/A	452809	2	914
074.196.583-66	Residencial	Macedo	97749	0	914
092.647.583-56	Automóvel	Moura	142975	5	789
305.479.218-88	Automóvel	Costela	328630	4	724
812.306.475-62	Vida	Gomes	912546	3	952
159.230.867-86	Residencial	Porto	106034	1	207
719.065.423-25	Automóvel	Pacheco	234148	2	1200
547.601.283-44	Automóvel	Almeida Casa Grande S/A	386171	4	746
821.965.473-28	Vida	Martins	957036	4	931
056.781.429-76	Residencial	Vargas	355204	1	493
158.046.379-75	Automóvel	Rios Costela - EI	259135	3	635
453.268.190-15	Residencial	Casa Grande	208236	4	942
653.790.124-34	Vida	Farias	534202	2	669
503.947.812-79	Vida	Lima S.A.	755929	0	815
506.384.792-74	Residencial	Nogueira Albuquerque S/A	263402	4	657
612.790.854-01	Automóvel	Vieira	149948	4	691
507.432.618-44	Residencial	Sousa	161620	1	573
640.572.893-56	Automóvel	Vieira	434919	1	261
863.701.495-00	Automóvel	Rezende	61953	0	345
871.203.596-30	Vida	Pinto	512439	4	587
271.580.436-90	Vida	Carvalho	736000	4	826
643.278.059-47	Residencial	Moura	132548	4	1169
365.420.789-83	Residencial	Moura - EI	248681	0	592
574.391.680-20	Vida	Pimenta	561090	0	283
173.260.489-40	Residencial	Dias Jesus Ltda.	144945	2	456
069.385.271-21	Residencial	Aragão Freitas S/A	329702	3	792
502.893.417-79	Automóvel	Freitas e Filhos	295986	2	712
935.647.281-55	Residencial	da Costa da Mata S/A	442900	0	207
137.402.965-34	Automóvel	Monteiro - ME	290055	3	428
980.746.135-93	Residencial	Moraes Peixoto - ME	155475	1	428
462.875.319-91	Residencial	Guerra	201397	0	932
053.821.467-80	Automóvel	Siqueira S.A.	61701	0	861
038.524.196-89	Vida	Lopes	973049	1	762
739.412.085-60	Automóvel	Siqueira	142120	2	800
865.172.394-64	Automóvel	Andrade	220349	5	758
876.945.032-38	Residencial	Ribeiro Rocha S/A	362171	0	999
513.027.946-80	Vida	Guerra S/A	706764	3	940
028.653.471-17	Automóvel	Leão	101291	4	544
914.385.620-98	Automóvel	Cavalcante Carvalho e Filhos	289686	0	645
